Facility_Name,Facility_Type,ISCED020,ISCED1,ISCED2,ISCED3,Full_Addr,City,Prov_Terr,Postal_Code,CSDNAME,Longitude,Latitude
Vanier,Public,1,1,0,0,"595, rue Delisle Saguenay G7G3B8",Saguenay,QC,G7G3B8,Saguenay,-71.062218,48.452691
Notre-Dame-du-Rosaire,Public,1,1,0,0,"2090, boulevard Tadoussac Saguenay G7G1K9",Saguenay,QC,G7G1K9,Saguenay,-71.061484,48.440148
Le Roseau,Public,1,1,0,0,"41, rue Saint-Benoît Saguenay G7G2R4",Saguenay,QC,G7G2R4,Saguenay,-71.05738,48.43935
Émile-Nelligan,Public,1,1,0,0,"101, rue Charlevoix Kirkland H9J3E2",Kirkland,QC,H9J3E2,Kirkland,-73.880645,45.449715
Mont-Valin,Public,1,1,0,0,"12, rue Saint-Basile Saint-Fulgence G0V1S0",Saint-Fulgence,QC,G0V1S0,Saint-Fulgence,-70.901551,48.450681
Sainte-Rose,Public,1,1,0,0,"186, rue du Quai Sainte-Rose-du-Nord G0V1T0",Sainte-Rose-du-Nord,QC,G0V1T0,Sainte-Rose-du-Nord,-70.587107,48.387061
Jean-Fortin,Public,1,1,0,0,"560, rue de l'Aéroport Saint-Honoré G0V1L0",Saint-Honoré,QC,G0V1L0,Saint-Honoré,-71.082982,48.534006
Jaanimmarik,Public,0,1,1,1,859 Kuujjuaq J0M1C0,Kuujjuaq,QC,J0M1C0,Kuujjuaq,-68.401313,58.110321
Saint-Louis,Public,1,1,0,0,"151, avenue Winthrop Pointe-Claire H9R3W8",Pointe-Claire,QC,H9R3W8,Pointe-Claire,-73.808397,45.464429
Joseph-Henrico,Public,1,1,0,0,"20, rue Maughan Baie-D'Urfé H9X3C9",Baie-D'Urfé,QC,H9X3C9,Baie-D'Urfé,-73.908651,45.413562
Murielle-Dumont,Public,1,1,0,0,"5005, rue Valois Montréal H8Z2G8",Montréal,QC,H8Z2G8,Montréal,-73.8341,45.506506
Saint-Luc,Public,1,1,0,0,"98, rue Fredmir Dollard-Des Ormeaux H9A2R3",Dollard-Des Ormeaux,QC,H9A2R3,Dollard-Des Ormeaux,-73.830498,45.491327
Marguerite-Bourgeoys,Public,1,1,0,0,"3, avenue Sainte-Anne Pointe-Claire H9S4P6",Pointe-Claire,QC,H9S4P6,Pointe-Claire,-73.824191,45.427095
Saint-Gérard,Public,1,1,0,0,"14385, boulevard Pierrefonds Montréal H9H1Z2",Montréal,QC,H9H1Z2,Montréal,-73.855002,45.490813
Iona,Public,1,1,0,0,"5000, rue Iona Montréal H3W2A2",Montréal,QC,H3W2A2,Montréal,-73.624624,45.484818
Giovanni Palatucci Facility,Public,0,0,1,1,"5785, avenue Parkhaven Côte-Saint-Luc H4W1X8",Côte-Saint-Luc,QC,H4W1X8,Côte-Saint-Luc,-73.669327,45.470147
"Bois-Franc-Aquarelle, édifice Aquarelle",Public,1,1,0,0,"2080, rue de Londres Montréal H4L3A6",Montréal,QC,H4L3A6,Montréal,-73.699335,45.522217
"Beau-Séjour, édifice Nord",Public,1,1,0,0,"3600, rue Beauséjour Montréal H4K1W7",Montréal,QC,H4K1W7,Montréal,-73.731646,45.522507
Enfants-du-Monde,Public,1,1,0,0,"2915, rue Marcel Montréal H4R1B2",Montréal,QC,H4R1B2,Montréal,-73.725498,45.515168
De l'Étincelle,Public,1,1,0,0,"6080, avenue de l'Esplanade Montréal H2T3A3",Montréal,QC,H2T3A3,Montréal,-73.607991,45.526336
Victor-Rousselot,Public,1,1,0,0,"3525, rue Sainte-Émilie Montréal H4C1Z3",Montréal,QC,H4C1Z3,Montréal,-73.579236,45.479613
"Sainte-Bernadette-Soubirous, annexe",Public,1,0,0,0,"6885, 16e Avenue Montréal H1X2T5",Montréal,QC,H1X2T5,Montréal,-73.589651,45.560493
Saint-François-Solano,Public,1,1,0,0,"3580, rue Dandurand Montréal H1X1N6",Montréal,QC,H1X1N6,Montréal,-73.573463,45.554924
Saint-Louis-de-Gonzague,Public,1,1,0,0,"2430, Terrasse Mercure Montréal H2H1P2",Montréal,QC,H2H1P2,Montréal,-73.564796,45.536141
Saint-Émile,Public,1,1,0,0,"3450, rue Davidson Montréal H1W2Z5",Montréal,QC,H1W2Z5,Montréal,-73.557738,45.545998
Saint-Simon-Apôtre,Public,1,1,0,0,"195, rue de Beauharnois Ouest Montréal H2N1K1",Montréal,QC,H2N1K1,Montréal,-73.647493,45.539492
Saint-Vincent-Marie,Public,1,1,0,0,"4601, rue de Castille Montréal H1H1Y4",Montréal,QC,H1H1Y4,Montréal,-73.632672,45.594679
Saint-Jean-de-la-Lande,Public,1,1,0,0,"3120, avenue Laurier Est Montréal H1Y1Z6",Montréal,QC,H1Y1Z6,Montréal,-73.570137,45.548123
Saint-Pius X Complex,Public,0,0,1,1,"9955, avenue Papineau Montréal H2B1Z9",Montréal,QC,H2B1Z9,Montréal,-73.64971,45.566824
Saint-Fabien,Public,1,1,0,0,"6500, avenue de Renty Montréal H1M1M4",Montréal,QC,H1M1M4,Montréal,-73.550177,45.58321
Saint-Pierre-Claver,Public,1,1,0,0,"2110, boulevard St-Joseph Est Montréal H2H1E7",Montréal,QC,H2H1E7,Montréal,-73.576424,45.537465
Saint-David,Public,1,1,0,0,"168, boulevard Desgagné Saint-David-de-Falardeau G0V1C0",Saint-David-de-Falardeau,QC,G0V1C0,Saint-David-de-Falardeau,-71.110559,48.622453
"Charles-Gravel, secondaire",Public,0,0,1,1,"350, rue Saint-Gérard Saguenay G7G1J2",Saguenay,QC,G7G1J2,Saguenay,-71.081576,48.44911
La Source,Public,0,1,0,0,"200, rue du Centre Saint-Honoré G0V1L0",Saint-Honoré,QC,G0V1L0,Saint-Honoré,-71.08374,48.536314
La Carrière,Public,1,1,0,0,"245, rue des Épervières Saguenay G7G4Y8",Saguenay,QC,G7G4Y8,Saguenay,-71.10299,48.457944
Sautjuit,Public,1,1,1,1,251 Kangirsuk J0M1A0,Kangirsuk,QC,J0M1A0,Kangirsuk,-70.013575,60.018321
Ikusik,Public,0,1,1,1,430 Salluit J0M1S0,Salluit,QC,J0M1S0,Salluit,-75.645291,62.203368
Éducation aux adultes,Public,0,0,0,0,224 Puvirnituq J0M1P0,Puvirnituq,QC,J0M1P0,Puvirnituq,-77.272706,60.036856
Atelier,Public,0,1,1,1,229 Puvirnituq J0M1P0,Puvirnituq,QC,J0M1P0,Puvirnituq,-77.272779,60.035209
Clair-Soleil,Public,1,1,0,0,"150, rue Plante Lévis G7A2N9",Lévis,QC,G7A2N9,Lévis,-71.300603,46.71627
"Roseraie, la",Public,1,1,0,0,"237, rue Mongeau Varennes J3X1M6",Varennes,QC,J3X1M6,Varennes,-73.414499,45.68131
Sainte-Geneviève Ouest,Public,1,1,0,0,"35, rue Sainte-Anne Montréal H9H2Z2",Montréal,QC,H9H2Z2,Montréal,-73.871486,45.478037
Dollard-des Ormeaux,Public,1,1,0,0,"35, rue Anselme Lavigne Dollard-Des Ormeaux H9A1N5",Dollard-Des Ormeaux,QC,H9A1N5,Dollard-Des Ormeaux,-73.820301,45.500282
Saint-Rémi,Public,1,1,0,0,"16, avenue Neveu Beaconsfield H9W5B4",Beaconsfield,QC,H9W5B4,Beaconsfield,-73.872864,45.421261
Lalande,Public,1,1,0,0,"50, 3e Avenue Sud Montréal H8Y2L5",Montréal,QC,H8Y2L5,Montréal,-73.803078,45.508627
"Sas, édifice Carson, du",Public,0,0,1,1,"1075, rue Carson Dorval H9S1M2",Dorval,QC,H9S1M2,Dorval,-73.749058,45.444676
"Sources, des",Public,0,0,1,1,"2900, chemin Lake Dollard-Des Ormeaux H9B2P1",Dollard-Des Ormeaux,QC,H9B2P1,Dollard-Des Ormeaux,-73.812193,45.490318
"CEA Jeanne-Sauvé, édifice Mimosa",Public,0,0,0,0,"331, avenue Mimosa Dorval H9S3K5",Dorval,QC,H9S3K5,Dorval,-73.737184,45.4451
"Félix-Leclerc, édifice Robert-Plourde",Public,1,1,1,1,"130, avenue Ambassador Pointe-Claire H9R1S8",Pointe-Claire,QC,H9R1S8,Pointe-Claire,-73.826575,45.44936
Félix-Leclerc,Public,0,0,1,1,"311, avenue Inglewood Pointe-Claire H9R2Z8",Pointe-Claire,QC,H9R2Z8,Pointe-Claire,-73.827159,45.448569
Paul-Jarry,Public,1,1,0,0,"676, 11e Avenue Montréal H8S3G9",Montréal,QC,H8S3G9,Montréal,-73.673524,45.441525
Cardinal-Léger,Public,1,1,0,0,"2000, rue Decelles Montréal H4M1B3",Montréal,QC,H4M1B3,Montréal,-73.686905,45.506482
"Beau-Séjour, édifice Sud",Public,1,1,0,0,"2681, rue Baker Montréal H4K1K7",Montréal,QC,H4K1K7,Montréal,-73.727513,45.519753
Enfant-Soleil,Public,1,1,0,0,"1615, rue Tassé Montréal H4L1R1",Montréal,QC,H4L1R1,Montréal,-73.689934,45.516681
Académie de Roberval,Public,0,0,1,1,"1370, rue de Castelnau Est Montréal H2E1R9",Montréal,QC,H2E1R9,Montréal,-73.610623,45.54634
Gilles-Vigneault,Public,1,1,0,0,"11400, avenue de Poutrincourt Montréal H3M1Z7",Montréal,QC,H3M1Z7,Montréal,-73.691976,45.531588
Laurentide,Public,1,1,0,0,"465, rue Cardinal Montréal H4L3C5",Montréal,QC,H4L3C5,Montréal,-73.674914,45.506582
Polyvalente Nicolas-Gatineau,Public,0,1,1,1,"360, boul. La Vérendrye Est Gatineau J8P6K7",Gatineau,QC,J8P6K7,Gatineau,-75.645705,45.49859
Notre-Dame-de-la-Joie,Public,1,1,0,0,"14, chemin du Village Pontiac J0X2G0",Pontiac,QC,J0X2G0,Pontiac,-76.015125,45.534825
Sainte-Marie,Public,1,1,0,0,"19, rue Church Pontiac J0X2V0",Pontiac,QC,J0X2V0,Pontiac,-76.232817,45.519119
Saint-Paul,Public,1,1,0,0,"45, chemin Eardley Gatineau J9H4J9",Gatineau,QC,J9H4J9,Gatineau,-75.849441,45.398006
Centre Christ-Roi,Public,0,0,0,0,"545, rue du Pont Mont-Laurier J9L2S2",Mont-Laurier,QC,J9L2S2,Mont-Laurier,-75.500452,46.553538
"Méandre, du",Public,1,1,1,1,"50, rue du pont Rivière-Rouge J0T1T0",Rivière-Rouge,QC,J0T1T0,Rivière-Rouge,-74.867311,46.410013
"Pavillon, le",Public,0,0,1,1,"558, rue de la Montagne Mont-Laurier J9L2C8",Mont-Laurier,QC,J9L2C8,Mont-Laurier,-75.499556,46.557366
Euclide-Lanthier,Public,1,1,1,1,"50, rue Élizabeth Gatineau J9H1E9",Gatineau,QC,J9H1E9,Gatineau,-75.83112,45.39197
Arc-en-Ciel,Public,1,1,0,0,"107, chemin Vanier Gatineau J9H1Z2",Gatineau,QC,J9H1Z2,Gatineau,-75.804138,45.388506
Saint-Médard,Public,1,1,0,0,"125, chemin Vanier Gatineau J9H1Z2",Gatineau,QC,J9H1Z2,Gatineau,-75.804138,45.388506
Saint-Joseph,Public,0,0,1,1,"565, rue de la Montagne Mont-Laurier J9L2C9",Mont-Laurier,QC,J9L2C9,Mont-Laurier,-75.50317,46.558774
"Boisé, du",Public,1,1,0,0,"231, rue Dorchester Gatineau J8L1L9",Gatineau,QC,J8L1L9,Gatineau,-75.40592,45.588158
"Sacré-Coeur (Gatineau), du",Public,1,1,0,0,"420, rue du Progrès Gatineau J8M1T3",Gatineau,QC,J8M1T3,Gatineau,-75.48777,45.524241
"Montagne, de la",Public,1,1,0,0,"68, rue des Saules Notre-Dame-de-la-Salette J0X2L0",Notre-Dame-de-la-Salette,QC,J0X2L0,Notre-Dame-de-la-Salette,-75.585669,45.767549
Marie-Assomption,Public,1,1,0,0,"23, rue Principale Nord Saint-Bruno-de-Guigues J0Z2G0",Saint-Bruno-de-Guigues,QC,J0Z2G0,Saint-Bruno-de-Guigues,-79.437101,47.463986
Marie-Immaculée,Public,1,1,0,0,"3, rue du Carrefour Nord Latulipe-et-Gaboury J0Z2N0",Latulipe-et-Gaboury,QC,J0Z2N0,Latulipe-et-Gaboury,-79.032017,47.428624
Saint-Isidore,Public,0,1,0,0,"1, rue des Écoles Laverlochère-Angliers J0Z2P0",Laverlochère-Angliers,QC,J0Z2P0,Laverlochère,-79.310915,47.425978
"CEA des Draveurs, édifice Nouvel-Horizon",Public,0,0,0,0,"100, rue de la Baie Gatineau J8T3H7",Gatineau,QC,J8T3H7,Gatineau,-75.696827,45.461429
"Centre administratif, édifice Sainte-Bernadette",Public,0,0,0,0,"69, rue Marengère Gatineau J8T3T7",Gatineau,QC,J8T3T7,Gatineau,-75.702857,45.462901
Centre administratif,Public,1,1,1,1,"70, rue des Oblats Est Rouyn-Noranda J9X3N6",Rouyn-Noranda,QC,J9X3N6,Rouyn-Noranda,-79.017334,48.23013
"Étincelle, de l'",Public,1,1,0,0,"56, rue Gélinas Rouyn-Noranda J0Z1Y0",Rouyn-Noranda,QC,J0Z1Y0,Rouyn-Noranda,-79.125633,48.243015
Barthélemy-Joliette,Public,0,0,1,1,"345, rue Sir-Mathias-Tellier S Joliette J6E6E6",Joliette,QC,J6E6E6,Joliette,-73.445245,46.013122
Léopold-Gravel,Public,1,1,0,0,"766, rue Saint-Paul Terrebonne J6W1M8",Terrebonne,QC,J6W1M8,Terrebonne,-73.637198,45.699547
Saint-Joachim,Public,1,1,0,0,"10521, rue Villeneuve Terrebonne J7M1S8",Terrebonne,QC,J7M1S8,Terrebonne,-73.763708,45.792176
Saint-Louis,Public,1,1,0,0,"539, rue Saint-Sacrement Terrebonne J6W3E5",Terrebonne,QC,J6W3E5,Terrebonne,-73.636614,45.698306
Centre l'Avenir,Public,0,0,0,0,"508, rue Masson Terrebonne J6W2Z3",Terrebonne,QC,J6W2Z3,Terrebonne,-73.635699,45.696256
Jeanne-Mance,Public,1,1,0,0,"43, rue Girard Sainte-Angèle-de-Monnoir J0L1P0",Sainte-Angèle-de-Monnoir,QC,J0L1P0,Sainte-Angèle-de-Monnoir,-73.104871,45.392696
"Ramezay, édifice Fatima, de",Public,1,1,0,0,"1800, rue Edmond-Guillet Marieville J3M1G5",Marieville,QC,J3M1G5,Marieville,-73.159972,45.434262
"Montagnes, des",Public,0,0,1,1,"290, rue Brassard Saint-Michel-des-Saints J0K3B0",Saint-Michel-des-Saints,QC,J0K3B0,Saint-Michel-des-Saints,-73.913466,46.674734
Bermon,Public,0,0,1,1,"1919, 6e Rang Saint-Gabriel-de-Brandon J0K2N0",Saint-Gabriel-de-Brandon,QC,J0K2N0,Saint-Gabriel-de-Brandon,-73.40079,46.302146
Saint-Charles,Public,1,1,0,0,"3329, chemin Saint-Charles Terrebonne J6V1B4",Terrebonne,QC,J6V1B4,Terrebonne,-73.555499,45.70263
Jean-De La Fontaine,Public,1,1,0,0,"192, rue de l'Église Terrebonne J6V1B4",Terrebonne,QC,J6V1B4,Terrebonne,-73.553635,45.703799
Chante-au-Vent,Public,1,1,0,0,"1400, rue Saint-Jean Sainte-Adèle J8B1E6",Sainte-Adèle,QC,J8B1E6,Sainte-Adèle,-74.123861,45.939953
Pavillon Monseigneur-Lionel-Scheffer,Public,1,1,0,0,"15, rue du Sommet Sainte-Marguerite-du-Lac-Masson J0T1L0",Sainte-Marguerite-du-Lac-Masson,QC,J0T1L0,Sainte-Marguerite-du-Lac-Masson,-74.059887,46.030292
Aux Quatre-Vents,Public,1,1,0,0,"903, rue Notre-Dame Saint-Sulpice J5W3W4",Saint-Sulpice,QC,J5W3W4,Saint-Sulpice,-73.365045,45.824389
J.-B.-Meilleur,Public,0,0,1,1,"777, boulevard Iberville Repentigny J5Y1A2",Repentigny,QC,J5Y1A2,Repentigny,-73.435001,45.762346
Louis-Lafortune,Public,1,1,0,0,"103, montée des Bouleaux Delson J5B1L4",Delson,QC,J5B1L4,Delson,-73.546425,45.377416
Piché-Dufrost,Public,1,1,0,0,"26, rue Sainte-Catherine Saint-Constant J5A1G2",Saint-Constant,QC,J5A1G2,Saint-Constant,-73.56609,45.379143
Vinet-Souligny,Public,1,1,0,0,"13, rue Saint-Régis Saint-Constant J5A1Y3",Saint-Constant,QC,J5A1Y3,Saint-Constant,-73.571271,45.366335
Pavillon Monseigneur-Ovide-Charlebois,Public,1,1,0,0,"20, rue du Collège Sainte-Marguerite-du-Lac-Masson J0T1L0",Sainte-Marguerite-du-Lac-Masson,QC,J0T1L0,Sainte-Marguerite-du-Lac-Masson,-74.063168,46.033339
Hôtelière des Laurentides,Public,0,0,1,1,"150, rue Lesage Sainte-Adèle J8B2R4",Sainte-Adèle,QC,J8B2R4,Sainte-Adèle,-74.136778,45.947869
Saint-Joseph,Public,1,1,0,0,"491, chemin Pierre-Péladeau Sainte-Adèle J8B1Z3",Sainte-Adèle,QC,J8B1Z3,Sainte-Adèle,-74.132446,45.953594
Saint-Michel,Public,1,1,0,0,"8, rue Jeannotte Vaudreuil-Dorion J7V1E4",Vaudreuil-Dorion,QC,J7V1E4,Vaudreuil-Dorion,-74.028541,45.398087
Saint-Thomas,Public,1,1,0,0,"393, rue Main Hudson J0P1H0",Hudson,QC,J0P1H0,Hudson,-74.138029,45.455964
"Papillon-Bleu (Ste-Trinité), du",Public,1,1,0,0,"175, rue des Loisirs Vaudreuil-Dorion J7V1K6",Vaudreuil-Dorion,QC,J7V1K6,Vaudreuil-Dorion,-74.018628,45.388216
Immeuble Jacques-Cartier - Saint-Charles-Garnier,Public,1,1,0,0,"2355, rue Crevier Saint-Hyacinthe J2T1S7",Saint-Hyacinthe,QC,J2T1S7,Saint-Hyacinthe,-72.949522,45.618504
Saint-Charles-Garnier,Public,1,1,0,0,"2525, rue Crevier Saint-Hyacinthe J2T1T1",Saint-Hyacinthe,QC,J2T1T1,Saint-Hyacinthe,-72.951012,45.617838
Louis-Philippe-Paré,Public,0,0,1,1,"235, boulevard Brisebois Châteauguay J6K3X4",Châteauguay,QC,J6K3X4,Châteauguay,-73.76787,45.344527
Notre-Dame-de-la-Paix,Public,1,1,0,0,"222, rue Principale Beauharnois J6N0M8",Beauharnois,QC,J6N0M8,Beauharnois,-73.930845,45.316726
"Papillon-Bleu (Saint-Jean-Baptiste), du",Public,1,1,0,0,"2, avenue de la Fabrique Vaudreuil-Dorion J7V0J2",Vaudreuil-Dorion,QC,J7V0J2,Vaudreuil-Dorion,-74.01362,45.383856
Marguerite-Bourgeoys,Public,1,1,0,0,"17, rue Saint-Joseph Les Cèdres J7T1T1",Les Cèdres,QC,J7T1T1,Les Cèdres,-74.054196,45.307331
Lafontaine,Public,1,1,0,0,"350, avenue Sainte-Marie Saint-Hyacinthe J2S4R3",Saint-Hyacinthe,QC,J2S4R3,Saint-Hyacinthe,-72.942285,45.625032
Marcel-Raymond,Public,0,0,1,1,"45, rue Notre-Dame Est Lorrainville J0Z2R0",Lorrainville,QC,J0Z2R0,Lorrainville,-79.34925,47.354638
Saint-Joseph,Public,1,1,0,0,"12, rue Beauséjour Notre-Dame-du-Nord J0Z3B0",Notre-Dame-du-Nord,QC,J0Z3B0,Notre-Dame-du-Nord,-79.486111,47.592567
Notre-Dame-de-Liesse,Public,1,1,0,0,"14, 1re Avenue Ouest Saint-Eugène-de-Guigues J0Z3L0",Saint-Eugène-de-Guigues,QC,J0Z3L0,Saint-Eugène-de-Guigues,-79.353544,47.510538
"Nouveau-Monde (édifice Renaud), du",Public,1,1,1,1,"25, rue Saint-Arthur Gatineau J8T3C2",Gatineau,QC,J8T3C2,Gatineau,-75.689937,45.470937
"Nouveau-Monde (édifice Monseigneur-Lemieux), du",Public,1,1,1,1,"66, rue Saint-Rosaire Gatineau J8T3B3",Gatineau,QC,J8T3B3,Gatineau,-75.689335,45.471139
"Nouveau-Monde (édifice Saint-Rosaire), du",Public,1,1,1,1,"9, rue Sainte-Yvonne Gatineau J8T1X6",Gatineau,QC,J8T1X6,Gatineau,-75.689325,45.471574
Centre de formation continue Pontiac,Public,0,0,0,0,"26, rue Leslie Campbell's Bay J0X1K0",Campbell's Bay,QC,J0X1K0,Campbell's Bay,-76.596083,45.734231
Saint-Jean-Bosco,Public,1,1,1,1,"106, rue Mccuaig Campbell's Bay J0X1K0",Campbell's Bay,QC,J0X1K0,Campbell's Bay,-76.601752,45.735198
"Sainte-Anne, no 1",Public,1,1,0,0,"166, chemin des Outaouais L'Île-du-Grand-Calumet J0X1J0",L'Île-du-Grand-Calumet,QC,J0X1J0,L'Île-du-Grand-Calumet,-76.609464,45.717193
"Granada, de",Public,1,1,0,0,"2370, avenue Granada Rouyn-Noranda J9Y1H6",Rouyn-Noranda,QC,J9Y1H6,Rouyn-Noranda,-79.040827,48.191286
Mgr-Euclide-Théberge,Public,0,0,1,1,"677, rue Desjardins Marieville J3M1R1",Marieville,QC,J3M1R1,Marieville,-73.148846,45.43192
"Ramezay, édifice Crevier, de",Public,1,1,0,0,"1835, rue du Pont Marieville J3M1J8",Marieville,QC,J3M1J8,Marieville,-73.158318,45.432966
Pointe-Olivier,Public,1,1,0,0,"278, chemin des Patriotes Saint-Mathias-sur-Richelieu J3L6A3",Saint-Mathias-sur-Richelieu,QC,J3L6A3,Saint-Mathias-sur-Richelieu,-73.267077,45.473522
"Chutes, des",Public,0,0,1,1,"3144, 18e Avenue Rawdon J0K1S0",Rawdon,QC,J0K1S0,Rawdon,-73.726033,46.051133
Le Prélude,Public,0,0,1,1,"2995, avenue des Ancêtres Mascouche J7K1X6",Mascouche,QC,J7K1X6,Mascouche,-73.604543,45.745554
La Mennais,Public,1,1,0,0,"2881, chemin Sainte-Marie Mascouche J7K3B8",Mascouche,QC,J7K3B8,Mascouche,-73.603866,45.750199
Mgr-Desranleau,Public,0,1,1,1,"12, rue Marziali Bedford J0J1A0",Bedford,QC,J0J1A0,Bedford,-72.997106,45.120374
Alberte-Melançon,Public,1,1,0,0,"994, rue Principale Saint-Paul-de-l'Île-aux-Noix J0J1G0",Saint-Paul-de-l'Île-aux-Noix,QC,J0J1G0,Saint-Paul-de-l'Île-aux-Noix,-73.273636,45.133223
"Savanes, édifice Providence, des",Public,1,1,0,0,"207, rue Courville Saint-Jean-sur-Richelieu J2W2M7",Saint-Jean-sur-Richelieu,QC,J2W2M7,Saint-Jean-sur-Richelieu,-73.302402,45.358483
Saint-Michel,Public,1,1,0,0,"915, rue Principale Rougemont J0L1M0",Rougemont,QC,J0L1M0,Rougemont,-73.054163,45.436767
Micheline-Brodeur,Public,1,1,0,0,"23, rue Sainte-Anne Saint-Paul-d'Abbotsford J0E1A0",Saint-Paul-d'Abbotsford,QC,J0E1A0,Saint-Paul-d'Abbotsford,-72.879658,45.438047
Paul-Comtois,Public,1,1,0,0,"1701, rue de Lucerne Laval H7M2E9",Laval,QC,H7M2E9,Laval,-73.717456,45.599154
"Les Explorateurs, préscolaire",Public,0,1,0,0,"30, boulevard St-Elzear Est Laval H7M2M8",Laval,QC,H7M2M8,Laval,-73.72696,45.604001
Le Sentier,Public,1,1,0,0,"1865, rue André Laval H7M2X1",Laval,QC,H7M2X1,Laval,-73.73137,45.599013
Saint-Édouard,Public,1,1,0,0,"376, rue Knowlton Lac-Brome J0E1V0",Lac-Brome,QC,J0E1V0,Lac-Brome,-72.518102,45.217819
"Clé-des-Champs, de la",Public,1,1,0,0,"3858, rue Principale Dunham J0E1M0",Dunham,QC,J0E1M0,Dunham,-72.801309,45.128795
Saint-François-d'Assise,Public,1,1,0,0,Rue de l'Église Frelighsburg J0J1C0,Frelighsburg,QC,J0J1C0,Frelighsburg,-72.835117,45.055942
Omer-Séguin,Public,1,1,0,0,"12, rue Saint-Thomas Saint-Louis-de-Gonzague J0S1T0",Saint-Louis-de-Gonzague,QC,J0S1T0,Saint-Louis-de-Gonzague,-73.996122,45.213823
"Arthur-Pigeon, secondaire",Public,0,0,1,1,"1, rue Arthur-Pigeon Huntingdon J0S1H0",Huntingdon,QC,J0S1H0,Huntingdon,-74.168892,45.087962
Huntingdon Adult Education and Community Centre,Public,0,0,0,0,"24, rue York Huntingdon J0S1H0",Huntingdon,QC,J0S1H0,Huntingdon,-74.173097,45.092329
Assomption,Public,1,1,0,0,"1900, rue Bernard Saint-Hyacinthe J2T1G4",Saint-Hyacinthe,QC,J2T1G4,Saint-Hyacinthe,-72.928969,45.6356
Saint-Pierre,Public,1,1,0,0,"1370, rue Saint-Pierre Saint-Valérien-de-Milton J0H2B0",Saint-Valérien-de-Milton,QC,J0H2B0,Saint-Valérien-de-Milton,-72.708904,45.562766
Immeuble Sacré-Coeur,Public,1,1,0,0,"136, rue La Présentation Saint-Pie J0H1W0",Saint-Pie,QC,J0H1W0,Saint-Pie,-72.908112,45.503905
Saint-Étienne,Public,1,1,0,0,"426, rue de l'Église Saint-Étienne-de-Beauharnois J0S1S0",Saint-Étienne-de-Beauharnois,QC,J0S1S0,Saint-Étienne-de-Beauharnois,-73.916412,45.247615
Saint-Paul,Public,1,1,0,0,"205, rue Edmour-Daoust Beauharnois J6N2R4",Beauharnois,QC,J6N2R4,Beauharnois,-73.867726,45.306878
"Épervière, de l'",Public,1,1,0,0,"24, rue de Lourdes Rigaud J0P1P0",Rigaud,QC,J0P1P0,Rigaud,-74.300951,45.473394
CFM - Immeuble Laframboise,Public,0,0,0,0,"2475, boulevard Laframboise Saint-Hyacinthe J2S4Y1",Saint-Hyacinthe,QC,J2S4Y1,Saint-Hyacinthe,-72.95597,45.631478
"Fadette, secondaire",Public,0,0,1,1,"2250, avenue Malhiot Saint-Hyacinthe J2S4G2",Saint-Hyacinthe,QC,J2S4G2,Saint-Hyacinthe,-72.949741,45.633599
Immeuble Raymond,Public,0,0,1,1,"2350, rue Lafontaine Saint-Hyacinthe J2S2N1",Saint-Hyacinthe,QC,J2S2N1,Saint-Hyacinthe,-72.954509,45.624705
Larocque,Public,1,1,0,0,"2850, rue Notre-Dame Saint-Hyacinthe J2S2R9",Saint-Hyacinthe,QC,J2S2R9,Saint-Hyacinthe,-72.95867,45.620135
Douville,Public,1,1,0,0,"5355, rue Joncaire Saint-Hyacinthe J2S3X1",Saint-Hyacinthe,QC,J2S3X1,Saint-Hyacinthe,-72.977096,45.603449
"Petite-Étincelle, de la",Public,1,1,0,0,"30, avenue de l'Église Rouyn-Noranda J0Z1Y0",Rouyn-Noranda,QC,J0Z1Y0,Rouyn-Noranda,-79.129455,48.241489
Pavillon Monseigneur-Pelletier,Public,1,1,0,0,"289, rue Montréal Ouest Rouyn-Noranda J9X2Z8",Rouyn-Noranda,QC,J9X2Z8,Rouyn-Noranda,-79.028679,48.233428
Centre Le Tremplin,Public,1,1,0,0,"10, rue Monfort Ville-Marie J9V1W2",Ville-Marie,QC,J9V1W2,Ville-Marie,-79.435291,47.333283
Saint-Gabriel,Public,1,1,0,0,"4, rue Monfort Ville-Marie J9V1W2",Ville-Marie,QC,J9V1W2,Ville-Marie,-79.435034,47.332784
"Nouveau-Monde (édifice Paquin), du",Public,1,1,1,1,"25, rue Saint-Arthur Gatineau J8T3C2",Gatineau,QC,J8T3C2,Gatineau,-75.689937,45.470937
Sainte-Marie,Public,1,1,0,0,"340, avenue Martineau Otter Lake J0X2P0",Otter Lake,QC,J0X2P0,Otter Lake,-76.433405,45.84472
Poupore,Public,1,1,0,0,"25, rue Coulonge Fort-Coulonge J0X1V0",Fort-Coulonge,QC,J0X1V0,Fort-Coulonge,-76.739586,45.843677
Saint-Pierre,Public,1,1,0,0,"33, rue Romain Fort-Coulonge J0X1V0",Fort-Coulonge,QC,J0X1V0,Fort-Coulonge,-76.739138,45.843384
Centre Pontiac,Public,0,0,0,0,"183, rue Principale Fort-Coulonge J0X1V0",Fort-Coulonge,QC,J0X1V0,Fort-Coulonge,-76.739411,45.841762
Le Prélude,Public,1,1,0,0,"910, rue Côté Rouyn-Noranda J9X3S5",Rouyn-Noranda,QC,J9X3S5,Rouyn-Noranda,-79.000521,48.226765
